Aech,Cpla,Dqua,Hsal,Obir,Orug,Sinv,Aech_baseMean,Aech_log2FoldChange,Aech_pvalue,Aech_padj,Cpla_baseMean,Cpla_log2FoldChange,Cpla_pvalue,Cpla_padj,Dqua_baseMean,Dqua_log2FoldChange,Dqua_pvalue,Dqua_padj,Hsal_baseMean,Hsal_log2FoldChange,Hsal_pvalue,Hsal_padj,Orug_baseMean,Orug_log2FoldChange,Orug_pvalue,Orug_padj,Obir_baseMean,Obir_log2FoldChange,Obir_pvalue,Obir_padj,Sinv_baseMean,Sinv_log2FoldChange,Sinv_pvalue,Sinv_padj
Aech|LOC105150051,Cpla|SGF59949,Dqua|LOC106750147,Hsal|LOC105182758,Obir|LOC105278142,Orug|SGF83318,Sinv|LOC105194297,1316.55733745164,0.23692270879747,0.0487298778997882,0.157495320524581,1160.59599337027,0.0535541639960625,0.479973048125468,0.618149341548484,1165.6999139878599,-0.0153720185808964,0.9274104195700741,0.977068291044217,418.62668108855,0.199232843971887,0.178060672254344,0.8374344546524909,1592.07079535518,0.250034148908348,0.0227753048412668,0.0626041621903814,2688.73068846854,-0.17146907049728602,0.259866338916541,0.638949085411522,1061.16281814234,-0.191956906582305,0.0906419946289692,0.19028733422280603
Aech|LOC105150049,Cpla|SGF52009,Dqua|LOC106745493,Hsal|LOC105191600,Obir|LOC105283996,Orug|SGF70125,Sinv|LOC105194295,155.614358997983,0.573259654481018,0.162075046375418,0.351050870178103,633.198928817141,0.288918666023455,0.00252607364303992,0.00925943859170167,61.65306117809521,0.623861959032681,0.0966538340009051,0.406039777721012,57.9410793753766,0.25254109626098303,0.304649187281904,0.8820418476129879,408.15926475182,0.15960774768878602,0.2833085877287,0.43157416862595,306.87026538852797,-0.323299866095492,0.0658446944189498,0.319769470871227,367.377247142988,0.280949300575423,0.000651949729563481,0.00331686564540119
Aech|LOC105150050,Cpla|SGF51078,Dqua|LOC106745488,Hsal|LOC105191599,Obir|LOC105283997,Orug|SGF79794,Sinv|LOC105194296,3230.1453803299396,0.00612732877896766,0.971616997672112,0.987577089697669,800.655305379158,0.256934960100487,0.00389064321391595,0.0132949855279486,1482.6299894656197,0.0421072999240966,0.87209807986853,0.959264607951639,222.686040902375,0.18142545261565,0.25244095540530204,0.861871085333282,438.346247580307,0.294830150240279,0.0178204799825477,0.0515305757874855,2392.4955779019397,0.0367121215011575,0.792345455264277,0.948567395281215,93.2345759521706,-0.0316767968137731,0.7968597343895641,0.877403368046917
Aech|LOC105150048,Cpla|SGF49191,Dqua|LOC106745492,Hsal|LOC105191598,Obir|LOC105283998,Orug|SGF64970,Sinv|LOC105199277,795.8164137454379,0.227283338027522,0.347158499966494,0.5630839296459039,532.376123251939,0.113042989656728,0.217181784494557,0.34272639956262396,839.6955227259309,-0.0865841684391331,0.6856099100638579,0.8805652515432391,221.56024679565,0.118681067418114,0.4811377587145329,0.936917133639856,1523.5649771496899,0.364460514693285,9.68862318838937e-05,0.000670362350647956,7512.284129830491,-0.0147697394807183,0.9189633305645859,0.980372487313658,320.662616220294,-0.21234544184231305,0.0757136586278492,0.166185757193416
Aech|LOC105150043,Cpla|SGF56491,Dqua|LOC106745483,Hsal|LOC105182533,Obir|LOC105287918,Orug|SGF66639,Sinv|LOC105195926,639.0155212920839,-0.440080586810511,0.0560809244947225,0.173758205016705,13.373302464506303,0.290875082228573,0.34523410144985495,0.487913877694814,659.871735357097,-0.0008635674193144349,0.9970012132884821,0.9984792763620451,242.753792951011,-0.137761306650679,0.12441872930242599,0.792960922879873,12.607677721211,0.8991385999614779,0.0240587475671244,0.0653459302594163,370.10069391347605,0.0450658696060144,0.792326005331773,0.948567395281215,8.16895419592253,0.198084725931728,0.470498480556996,0.6301734179453671
Aech|LOC105143554,Cpla|SGF60810,Dqua|LOC106742081,Hsal|LOC105183777,Obir|LOC105276042,Orug|SGF83933,Sinv|LOC105198423,817.5862303801082,-0.7377226693318539,0.000458628514925482,0.00391020239138866,457.53505519198194,-0.918684650030842,0.000179831323546451,0.000978644272648525,2436.06338601365,-0.35490224105151297,0.0935457788380245,0.40031688151369,753.933909723984,-0.10185170296798,0.270633949697288,0.872063106632162,331.360324822944,-1.3257912185464198,0.00151208496866366,0.00681180998684684,1557.92326146618,0.313452674449433,0.0356115792241062,0.21902618259825699,393.016916857405,-0.147452642639449,0.0234548464400945,0.0650072391674891
Aech|LOC105150040,Cpla|SGF49049,Dqua|LOC106748016,Hsal|LOC105182532,Obir|LOC105277265,Orug|SGF63591,Sinv|LOC105195930,2515.1728280317498,-0.0538423767787772,0.804839047766991,0.899023602919003,528.834137562888,0.24409812675922601,0.014347968737636002,0.0391084948992191,2884.18968764245,-0.0157238242520204,0.944918884926816,0.9820960213829529,248.943245655346,0.0514073975257148,0.7740312778973,0.970503470230037,732.737141537428,0.27108632582028,0.00773435776775398,0.026142694594092998,1912.0789044045002,-0.04498464882247,0.7688696643991529,0.9403526089169559,197.80683711083302,0.11543604997945199,0.162517676212591,0.29649518539935305
Aech|LOC105150038,Cpla|SGF55540,Dqua|LOC106748041,Hsal|LOC105182531,Obir|LOC105277266,Orug|SGF76981,Sinv|LOC105194305,3406.7359585506106,0.00701784097976004,0.9666629531846859,0.985888365024578,922.934872770078,0.212103302708794,0.0182991956940685,0.0475202312957017,8348.984257141941,0.434576062860767,0.0156666308929661,0.161506406278707,786.3811733682851,0.175158772764451,0.0570072034519943,0.64842284404906,1498.80233139182,0.206401306058061,0.0061057253494028,0.0215616886784511,4105.058879098549,-0.12017063469144199,0.40397390370756897,0.753337445807735,560.1300795915851,-0.148415738574775,0.0264934453309369,0.0720213031232223
Aech|LOC105150037,Cpla|SGF59789,Dqua|LOC106748039,Hsal|LOC105182530,Obir|LOC105277268,Orug|SGF85559,Sinv|LOC105195931,1099.27301881424,0.00640370375445219,0.9811240179635832,0.991253847893475,3233.1757815938695,-0.12203506403497198,0.00144184240090573,0.005762083661374829,1234.0172352538,-0.404513922067767,0.00641120151047502,0.0983891499580311,522.2133479572129,0.0342980391663534,0.864906791636963,0.9857975544275358,1512.2432277233,-0.146608860979595,0.0423314054455124,0.10201605784384402,8825.009492038309,0.0205980205742677,0.8797647880670602,0.9681446174536859,445.333672459657,-0.23329345890761896,0.0166901287100938,0.0495861601472857
Aech|LOC105150022,Cpla|SGF51707,Dqua|LOC106741489,Hsal|LOC105191806,Obir|LOC105286039,Orug|SGF72374,Sinv|LOC105197942,114.775052986745,-0.085233015662186,0.7492209592587021,0.868306073159907,156.501187101868,-0.6011480402892261,2.6396058718954103e-06,2.61762454937928e-05,145.765132056444,-0.15285443012488903,0.5544742397448089,0.817764857221772,116.15589760613399,0.0625628284725784,0.725803213996891,0.9676144862553979,117.85511885731701,-0.8987318699346649,3.2672039087039104e-10,1.04667108617743e-08,111.291014301416,0.596206234021774,0.0117133338762966,0.10637763545314802,30.4955164854339,0.152767548617576,0.37130199770746997,0.537132605224507
Aech|LOC105153263,Cpla|SGF59976,Dqua|LOC106741527,Hsal|LOC105183730,Obir|LOC105286040,Orug|SGF76843,Sinv|LOC105197940,751.6811327693947,0.18120788805798602,0.42561657128325603,0.636723419622218,1571.00904601391,-0.128291247273262,0.0522621917585233,0.111671821382695,764.0259160450771,-0.0519706838621671,0.7763968220448159,0.921222239652514,181.022263728245,0.282488049687901,0.151283214615477,0.8129633899042271,1987.7220101424,0.0585326270593351,0.441857299449906,0.5893507849516071,3930.38493838495,-0.182815526181508,0.201171667003262,0.5674858598998729,370.58223115692,-0.286091313410478,0.0224015599094802,0.0624855954016723
Aech|LOC105153244,Cpla|SGF62805,Dqua|LOC106741306,Hsal|LOC105183729,Obir|LOC105286047,Orug|SGF70620,Sinv|LOC105197937,364.051053815311,0.185585116784167,0.294922192898899,0.509778260730102,198.12233852877603,0.163196100289721,0.087037753629418,0.167674280408168,258.813592831505,0.0508604507211312,0.813940561288116,0.93623007752655,98.183222828899,0.008176579055193341,0.969547394185859,0.9963491784112499,216.880028398046,0.17056132952240502,0.11745033668267099,0.225701809280912,1256.01992858703,0.33937184056687497,0.0160338928271417,0.131362465532395,312.692098723794,0.0260394717853229,0.82118209445583,0.8948566120838441
Aech|LOC105153253,Cpla|SGF52994,Dqua|LOC106746224,Hsal|LOC105183679,Obir|LOC105286046,Orug|SGF64840,Sinv|LOC105197938,3198.625590249191,-0.255177071749795,0.3716127844400901,0.585937017006797,859.390003439677,0.207391921425662,0.00680696199127836,0.0211770490402647,15060.33997581,-0.27765472397018703,0.339612914542077,0.6944361308599399,369.56836903084996,0.0291489381922682,0.70590584731245,0.9664002041900072,508.65863411385396,0.109864326759295,0.161054148886836,0.28593963856509397,2188.60221904817,0.422254709421686,0.00835921998155152,0.0855624136423988,171.865890202466,-0.166929260573102,0.0890635143399797,0.187651962228067
Aech|LOC105153195,Cpla|SGF59938,Dqua|LOC106746414,Hsal|LOC105183676,Obir|LOC105281203,Orug|SGF63690,Sinv|LOC105206285,773.958435039148,0.158477964726465,0.300972064899246,0.515737511950197,78.880101716158,0.23188980656330202,0.213625399734685,0.338660425063231,1244.1195321068901,-0.134172259853306,0.444529945082409,0.760606903838162,457.13241755341596,0.172763089525113,0.17649029960494,0.8349185478044779,130.020342999666,0.18564199044301602,0.525328420817274,0.663600439419566,3255.46374257029,0.000319336754453052,0.998441318440916,0.9996403435309541,76.3090086268255,-0.117398153687805,0.47459496517249705,0.6340584575239481
Aech|LOC105153119,Cpla|SGF59892,Dqua|LOC106746318,Hsal|LOC105183667,Obir|LOC105281215,Orug|SGF72034,Sinv|LOC105201219,4813.447619247911,0.4110138044340561,0.22346524091998998,0.42976880359802094,1999.5991925912801,0.0062494681386081295,0.944851963337015,0.966401816849429,6254.42541766139,-0.754342817094307,0.0164278842324651,0.16655484795028302,895.8073271899319,0.202055238574179,0.224462455238254,0.855881637644243,1707.27514325748,-0.114181538176666,0.155727786684641,0.27844415315041804,6037.5784187486,0.235951597557327,0.0791568976153013,0.35576777705889,741.549502224526,0.333838931414617,0.00141555229860255,0.0064412911497978105
Aech|LOC105153089,Cpla|SGF64760,Dqua|LOC106741431,Hsal|LOC105183720,Obir|LOC105281222,Orug|SGF79300,Sinv|LOC105201216,875.7235429006403,0.114507353919366,0.5994001865661,0.767402404140864,757.133092118397,0.452073021402644,1.6697139166862197e-05,0.00012866512187798001,898.514929914409,-0.0982695546753816,0.679634501824008,0.878292472295522,237.07351992308398,0.28674838907211103,0.147296074888171,0.808554671471361,265.462322165417,0.212215844676734,0.155389950400556,0.278004342570491,2766.87194571807,0.0778857657222414,0.663009189035001,0.899801629516185,512.250566046143,-0.34532539145976904,0.0143977792609772,0.0440273114562732
Aech|LOC105153065,Cpla|SGF65395,Dqua|LOC106751803,Hsal|LOC105183664,Obir|LOC105281220,Orug|SGF84443,Sinv|LOC105201214,499.353170480636,0.631946989916361,0.00228496044824455,0.0148648129894051,385.53673933647497,0.172016621773542,0.0511418060927843,0.109691317411964,266.168159664823,0.102337294563297,0.688687975866484,0.8815909482140408,175.558426841416,-0.112190130117152,0.257634934278378,0.865307257867749,248.00945955390702,-0.0101292684505787,0.9046630988522131,0.9387849411487921,1583.7150085022101,-0.0379274900015087,0.7745593817064971,0.9417328863616279,179.11223371535198,-0.383424510733419,5.80734713999076e-06,5.3651968463778294e-05
Aech|LOC105153055,Cpla|SGF62207,Dqua|LOC106741374,Hsal|LOC105183663,Obir|LOC105281219,Orug|SGF62638,Sinv|LOC105201213,8417.01979844821,0.19300546001443605,0.307701914171664,0.5231424077522391,432.12851277621803,-1.2079301469973502,0.00220217253053777,0.00824273294512696,3999.0083425203998,-0.477466545164578,0.000550966555307987,0.021413811253042998,1761.47314275147,-0.0317715808198589,0.79742166808807,0.975641101627568,1424.6353143457002,-0.7936656200961658,0.0026056354989687303,0.0106678778058428,7216.396078285641,-0.160013616835993,0.33445894737663595,0.704092864438335,2270.55381987696,-0.179527108209258,0.101445887008144,0.206705529166971
Aech|LOC105153040,Cpla|SGF55907,Dqua|LOC106741375,Hsal|LOC105183661,Obir|LOC105281223,Orug|SGF61972,Sinv|LOC105201212,5087.53383222802,-0.46292644951800505,0.0378278464416211,0.13109793867736,1282.63216190354,0.0760399698531636,0.164945178487793,0.27658716416406603,1703.2020457074698,0.0218377745346079,0.920604126831737,0.9756226860774251,211.800659628083,0.192132915965393,0.324234948584797,0.884770404431653,459.21115293686205,0.220582405523192,0.00220664620333578,0.00931667699466435,3563.4948336635707,0.00837904264211205,0.9516384489068911,0.9889237051000291,625.250956623158,0.0487872187117409,0.418203566152925,0.582523413961727
Aech|LOC105153002,Cpla|SGF64541,Dqua|LOC106741416,Hsal|LOC105183657,Obir|LOC105281228,Orug|SGF69270,Sinv|LOC105201249,1071.6198315031,0.141961201485743,0.352355186865363,0.567833655026675,1253.85309237182,-0.28966612675888004,0.00137552968844256,0.00553925297383334,2325.31983947944,0.0407882204992442,0.806482763410289,0.931984637962403,888.2000649751691,-0.0303937014569691,0.596727768614462,0.9472668119676658,1206.03490285647,-0.279327048519754,0.0174815953234431,0.0507543170441945,2402.88744524007,-0.0782678958828454,0.561799812631938,0.846608500473225,95.1555732698148,-0.15543504841084801,0.14756529830882198,0.276048291590134
Aech|LOC105152944,Cpla|SGF60590,Dqua|LOC106741453,Hsal|LOC105183716,Obir|LOC105281232,Orug|SGF84372,Sinv|LOC105201207,1368.82174976946,0.28023420629225204,0.26001750555875897,0.4707205837152361,718.7245784477161,-1.8378189693027902,1.4245403414619199e-06,1.51783166758323e-05,2210.7411366218103,0.0985430931601808,0.5312519213463689,0.8095267372897059,1259.5538635153998,-0.0656005345773383,0.742563400806731,0.9681182499461809,2760.1300901364802,-0.3609167865672439,0.029862872658918998,0.07742996441502399,2686.2124338123604,-0.15238585893603698,0.47367456830997207,0.795991404989152,487.333535149422,-0.260309873334636,0.0317223210556284,0.0833197728351042
Aech|LOC105152846,Cpla|SGF50452,Dqua|LOC106741342,Hsal|LOC105183727,Obir|LOC105285236,Orug|SGF67059,Sinv|LOC105201195,2330.3906065372603,0.28570207181297397,0.262711798759124,0.47406606886967706,2437.51925683154,-0.907109363404145,8.10325306172958e-08,1.29899546535939e-06,4340.964636872971,-0.129196751336445,0.63169695585425,0.858633916693243,4735.52517116146,-0.0764934783400241,0.45243761873555294,0.931016947967187,3536.6817866413,-0.25862131515188397,8.491470986987329e-05,0.000596254937239407,6191.96851604614,0.238008436564381,0.0976133003527812,0.398340437737863,1871.43324902822,0.0719374356700701,0.28289127356306004,0.44371177891980895
Aech|LOC105146304,Cpla|SGF54806,Dqua|LOC106746223,Hsal|LOC105191904,Obir|LOC105285241,Orug|SGF79777,Sinv|LOC105199673,2830.43061993925,-0.0808392724286613,0.7752054470253001,0.882946416074545,108.68461561466499,0.0975211930370287,0.46255278639522607,0.601526616133499,905.073294723445,-0.319963704242267,0.26354470593617396,0.631113667850932,92.06793262788591,0.3838473450313549,0.191773406933952,0.8433745241837428,248.52723806763302,0.173514064979896,0.25164734809135797,0.39761174389876003,756.2364439556641,-0.0437556689182336,0.774672746209071,0.9417328863616279,49.597662080859,0.347455708319954,0.0139601127763206,0.0430122310732765
Aech|LOC105146310,Cpla|SGF62346,Dqua|LOC106747615,Hsal|LOC105190210,Obir|LOC105274621,Orug|SGF64421,Sinv|LOC105201185,5868.740955160029,-0.129559454119935,0.623179201083661,0.7830574069815109,3.3425427999559902,-1.71187666601392,0.004640353164164571,0.0153175971789835,8961.13653213872,-0.107166829740945,0.7559948600231129,0.912643994467593,194.39810732137798,0.26034008240100304,0.46019736215453605,0.932905217080978,7.139365865860209,0.194890614137156,0.6698075640581099,0.7763215868330421,14.1381889219564,0.22679540129789602,0.35006350653838997,,45.0470904374024,-0.0355437744655382,0.831172523672316,0.9006867204979241
Aech|LOC105146314,Cpla|SGF52063,Dqua|LOC106747760,Hsal|LOC105190206,Obir|LOC105274616,Orug|SGF78708,Sinv|LOC105201182,420.561620129017,0.262499456284961,0.294913342056499,0.509778260730102,379.79608112696,0.232241906986159,0.009905746098394909,0.0288624884068955,498.784314848632,0.199796418787058,0.317636433613888,0.677088697050759,206.643247179171,0.0523690168287505,0.6383274344364971,0.9573151711357181,413.762005442218,0.443755041470697,0.0733466716523725,0.157340776218273,728.508920160549,0.30430065022349106,0.0477576825704386,0.260727793153564,139.216847471503,0.316130246873964,0.00039191886878974,0.00214806768759141
Aech|LOC105146315,Cpla|SGF53111,Dqua|LOC106747761,Hsal|LOC105190207,Obir|LOC105274613,Orug|SGF77534,Sinv|LOC105201183,1094.6350827088002,-0.466967305315127,0.00041905238157362003,0.00364079550782697,227.159813816195,0.276332215976904,0.00580269499551012,0.0185202681940031,376.682904099061,0.12396297368950501,0.357163005669515,0.706456435119769,238.08774892903,0.12078378205376401,0.167656359189134,0.8247792626535091,198.44275252947202,0.383269017090709,0.00699062868795826,0.0241203398716828,847.1143562845441,0.247067534292239,0.11010085745478801,0.4246037686333571,519.491152643309,0.424728791679578,0.000107535614895754,0.000699411639281984
Aech|LOC105146317,Cpla|SGF50362,Dqua|LOC106747763,Hsal|LOC105190203,Obir|LOC105274552,Orug|SGF78943,Sinv|LOC105201180,1744.98300620624,-0.416885854661495,0.122701515797217,0.2935953760408689,131.56309625519302,0.31376331089278303,0.0308150408314932,0.0728528434472956,913.510964654215,-0.441073003905418,0.0185887048179441,0.17789039780493,205.55274309516201,0.208291935376835,0.260801185211386,0.866313091876493,518.660391112603,0.6559829747202071,9.81640362341517e-09,2.15590449389722e-07,1131.97996468379,0.0707710149928496,0.64266563677434,0.889758844091667,215.81361359659002,0.0875103617556586,0.30355136053793796,0.46686957267753204
Aech|LOC105146319,Cpla|SGF57116,Dqua|LOC106747553,Hsal|LOC105191046,Obir|LOC105279186,Orug|SGF76824,Sinv|LOC105201178,2590.04930615683,-0.08752821653174901,0.7268813838317231,0.8552065629141091,915.919000774649,0.0310033597013237,0.6121417037477329,0.728963032252868,810.850895617198,0.261891655648425,0.04256759035642901,0.274592053439433,935.7479574612261,-0.0273600763531225,0.834054976525734,0.9819275438632171,450.667556772943,0.108322519117262,0.107003574591643,0.21074815706374303,2175.49756918718,0.28408774635053996,0.0574961797748718,0.29297787791609003,179.16567525933,0.170718033107311,0.108605142231366,0.218029902888963
Aech|LOC105146320,Cpla|SGF48826,Dqua|LOC106747552,Hsal|LOC105189773,Obir|LOC105279188,Orug|SGF85694,Sinv|LOC105201176,48255.6938069487,-0.00430123583849528,0.9934810294236679,0.9964952973766208,3287.3411128267303,-0.25750583400826604,0.00188700138756542,0.007229169143873891,109662.10901159099,-1.00787770116242,0.00213450668775325,0.0515534186680213,1926.8996283637803,-0.0694436163267271,0.532969525274419,0.9447242048919201,1362.48851182728,-0.409604157650121,0.0030442616177632303,0.0121449424729747,1638.0474558317499,-0.0498814810519997,0.842241330742759,0.9609672234216751,1132.0120887308,0.12402045861755802,0.10206848960650301,0.20766186699221
Aech|LOC105146321,Cpla|SGF53818,Dqua|LOC106746601,Hsal|LOC105188861,Obir|LOC105278251,Orug|SGF82584,Sinv|LOC105203745,320.58430437385897,0.34436462697241,0.350826142298414,0.566468206175474,2521.56787836683,0.11241216314697901,0.0312773801245353,0.0737245099375898,272.02087100383,0.268960913665273,0.476792527929257,0.781803372437327,272.688001478143,-0.004134915690633029,0.983228449175495,0.997348663265153,334.865993903407,-1.0317394306437802,5.8278980391484805e-05,0.00043399484807280897,6290.56800000175,-0.13544812737693598,0.3755575427289671,0.7292104412914059,135.641949102022,-0.137246443885459,0.44162276236872905,0.6043754446287339
Aech|LOC105146327,Cpla|SGF55430,Dqua|LOC106746539,Hsal|LOC105192081,Obir|LOC105278259,Orug|SGF62394,Sinv|LOC105203748,5452.85370565289,-0.500407950599267,0.0930308145263856,0.24562812180707605,334.4270677801,0.000823631880258249,0.9935712568651072,0.9958199505647801,2390.97804586056,-0.5544699114419821,0.0476242606997526,0.29119981949264,211.25380528431302,0.406896738190775,0.114665711506685,0.772754252811527,483.12824150384597,0.21834860106328,0.014589251172881,0.043776432430703,1260.23200115676,-0.37165046176127203,0.00972836839674501,0.0947954493913667,329.18397845937403,-0.00224767710778771,0.977058755412021,0.9859448940594929
Aech|LOC105146329,Cpla|SGF64164,Dqua|LOC106746364,Hsal|LOC105186207,Obir|LOC105284872,Orug|SGF83898,Sinv|LOC105203734,495.752705334764,-0.0877857947226606,0.521535052864044,0.712449950921835,484.156480642583,0.423373772353354,9.75601428636272e-08,1.51925800496754e-06,1204.52290320684,-0.06387407117152401,0.799419502692353,0.9289016535293501,78.43140863228109,-0.0387111069436076,0.8920726509481959,0.9894244712882209,783.386678206047,0.612056150434457,4.99738761186762e-05,0.000382114549483481,4212.5391818667895,0.0737188194353697,0.6218108869511401,0.879908499642361,514.198609226426,-0.07475301698928599,0.38299500649683704,0.548646082958878
Aech|LOC105146332,Cpla|SGF56489,Dqua|LOC106746284,Hsal|LOC105186204,Obir|LOC105284869,Orug|SGF65289,Sinv|LOC105208275,1020.8246928321801,-0.352600017137383,0.0131061142392492,0.0590302047601902,1222.6882636928,0.0285504453667634,0.613304052270965,0.729936623248595,599.215211570518,-0.0921927176165855,0.6537641266442049,0.868148095389294,290.307330118859,0.0103846891943056,0.9398726568222401,0.99626544987002,1835.1089746778,0.33076258661977304,0.0008498185071302621,0.00422313748765029,4464.233537201911,-0.197583115898752,0.11987982123867501,0.444984788438882,336.429538468599,0.126904649191182,0.32035398347505,0.485125646154008
Aech|LOC105143539,Cpla|SGF54227,Dqua|LOC106744387,Hsal|LOC105183768,Obir|LOC105276064,Orug|SGF84818,Sinv|LOC105198476,1282.07998113626,-0.0853656576555668,0.629570388582704,0.7865482292485391,516.810793778071,0.23114252501822402,0.00278595002708495,0.0100406149119585,934.677819168166,0.10487275562454902,0.5186862368063611,0.8016487268248671,360.752419892936,0.158124536037522,0.0896903830853293,0.7411743475634269,346.203185334749,0.221838379881703,0.0150740333702108,0.0449990674606491,1488.56316075935,-0.0772540282201928,0.567052973401736,0.8490114213010649,150.380428680896,-0.0688686981330027,0.43595992578604104,0.599072818275187
Aech|LOC105152221,Cpla|SGF57493,Dqua|LOC106749723,Hsal|LOC105184820,Obir|LOC105280110,Orug|SGF83206,Sinv|LOC105193821,995.1578274473179,0.1349012881793,0.447085777004544,0.655268880515522,1600.7310397030499,-0.00578587383151243,0.911403437528451,0.945013398201192,2424.4569651736397,-0.13226034969713799,0.5768007642010601,0.8306389450110551,655.760166791847,-0.22799873939414603,0.0884001869501061,0.7378276068168141,1620.10912545199,0.188066035283446,0.00086448301503772,0.0042847549896989105,476.72087862155405,-0.16847249244362802,0.3600028037700301,0.718711613353221,437.97529172361396,-0.177299629557447,0.0155745432208172,0.0469430436425767
Aech|LOC105153030,Cpla|SGF49729,Dqua|LOC106741376,Hsal|LOC105183662,Obir|LOC105281225,Orug|SGF74771,Sinv|LOC105200287,528.3862615221869,0.27772606119067306,0.0753796386117037,0.21244008422240104,236.881464279474,0.0196798727405403,0.874527308441228,0.921270181974476,692.405277747302,-0.546560306620409,0.00250993076953931,0.0558970603255958,95.92856630828301,0.26556887050343103,0.190176872280882,0.8430768873743281,202.41466320733397,0.0826108762114129,0.405871758087904,0.5560098232381079,1552.3236424795998,0.130590525279846,0.34390350863267,0.70890023093614,316.214965783769,-0.13248937639870598,0.18255400405135602,0.324289305084674
Aech|LOC105153020,Cpla|SGF50482,Dqua|LOC106741377,Hsal|LOC105183660,Obir|LOC105281226,Orug|SGF86001,Sinv|LOC105201211,5523.0077467974,-0.14979123452664495,0.6161834426880479,0.779327436782994,198.36979883463403,0.116116682582139,0.29395482274527196,0.43185090121534797,4896.1680035174895,-0.796197212755073,0.00243444460338433,0.0552460985609188,124.565426386528,0.12223520780997,0.42877441103941905,0.919392538282025,107.846233915704,0.38720325481022405,0.34592206498136796,0.4974334968448211,3010.32165019904,0.360841184597281,0.0531589521610682,0.278113271359412,262.930622681209,0.300561325467383,1.67907198337677e-05,0.000136965102590499
Aech|LOC105143644,Cpla|SGF65562,Dqua|LOC106744390,Hsal|LOC105183764,Obir|LOC105276069,Orug|SGF84323,Sinv|LOC105200678,2936.90165871861,-1.04758134251412,4.41342225804549e-05,0.000528369551095368,95.6712083830437,0.413286150743743,0.00463374520304166,0.0152993483859048,337.843424098726,0.200060782930922,0.325320060747685,0.684089281970257,75.6220012608747,0.221543125005819,0.0980084229426822,0.7525867071389429,111.32777108489599,0.28480728673599104,0.0633511534979589,0.14072660815195498,382.873995971071,-0.21607856180888602,0.158055757084711,0.5108613796370449,87.42159257710709,0.153343632348585,0.189346271141371,0.33302373387717704
Aech|LOC105152870,Cpla|SGF62316,Dqua|LOC106741459,Hsal|LOC105183723,Obir|LOC105285227,Orug|SGF78902,Sinv|LOC105201203,716.462197924096,0.326984436135895,0.165556662656102,0.3552281883696289,3005.38083203622,0.0751958754143217,0.119910012643026,0.215606787296332,2512.60059897572,-0.063126659569137,0.7448374339500099,0.9085633919552351,1032.04436137264,-0.0558757382326998,0.7752172311827191,0.970503470230037,1520.3065239240802,-0.209325189734928,0.0241814547051649,0.0655712925691868,1977.77271769663,0.145739383232768,0.257787943296629,0.6375524175320649,1150.63347575705,-0.18949328088460995,1.73966973253273e-07,2.3744310062947002e-06
Aech|LOC105146308,Cpla|SGF57133,Dqua|LOC106746281,Hsal|LOC105191927,Obir|LOC105285244,Orug|SGF71624,Sinv|LOC105201189,4970.8046775289,-0.649080805128939,0.00133329074533863,0.009504496585826559,1008.4177314849001,0.184009176198135,0.0220295802833899,0.0553528269942609,19837.0726993003,0.598041967273458,0.0164234380895842,0.16655484795028302,1470.32144188549,-0.00596413720776819,0.9682675518515409,0.9963491784112499,992.8504953498981,0.473857304700367,3.2120109991106603e-06,3.49921889406354e-05,4846.61483643552,-0.0755653310773813,0.6214641361603439,0.879601801086388,935.101948817358,0.36341037074328797,1.90828219741271e-06,1.9941303682474696e-05
Aech|LOC105146312,Cpla|SGF56708,Dqua|LOC106747613,Hsal|LOC105190208,Obir|LOC105274620,Orug|SGF84229,Sinv|LOC105201187,838.711192533278,1.04149521968518,3.49235290301146e-06,5.77160123396755e-05,7.26779495674477,0.0239591377996168,0.96009627767793,0.975331235773643,380.23355418532896,0.3547621617959171,0.19400506000385698,0.548407276811163,78.4384845932644,-0.24230026265666801,0.195972837066731,0.8458486921197399,72.44531080542059,0.0456353104418552,0.864567181083659,0.911968964398092,39.1180241044396,0.305794432295392,0.21918436989300896,0.588263645849675,34.2196992622448,-0.0322413306042877,0.8394645308298979,0.9051057802751371
Aech|LOC105146311,Cpla|SGF57383,Dqua|LOC106747616,Hsal|LOC105190209,Obir|LOC105274619,Orug|SGF60386,Sinv|LOC105201188,936.950728526763,-0.0977163780232903,0.687884484528416,0.828935073464213,17.9532174818785,0.289790404355134,0.3947373558911671,0.536309996862073,1077.2759334454302,0.164980139290265,0.49804220697886,0.791328624744222,143.76736093417298,0.11474989517187198,0.707079691612135,0.9664002041900072,21.5316064228012,0.41332464543420394,0.263464934716033,0.4099487292671479,817.797791932904,0.19359503494443397,0.23142368337630498,0.6048078580163809,212.82619215267601,0.156498911287026,0.0384344790628963,0.0969607927538313
Aech|LOC105143537,Cpla|SGF54261,Dqua|LOC106748383,Hsal|LOC105186589,Obir|LOC105281583,Orug|SGF85003,Sinv|LOC105200676,3754.61040466295,-0.36278283808802597,0.0301576226248692,0.111369735460265,1456.1095282437198,0.13798128781899302,0.0759168757968022,0.150507803731219,1883.4227667408802,0.166899811070985,0.48881906741028897,0.785974024501545,679.349543617776,-0.00808681140217901,0.920329238078876,0.9956051737992742,1078.49152264438,0.14296402865431,0.127348897133513,0.24045963456754602,3383.9716256499605,-0.0271762394284679,0.853632267238837,0.963360209193824,690.656338907448,0.028411885855717998,0.6052280575184721,0.7421574822964059
